SURVEYID	FORMTYPE	RESPTYPE	AGCYTYPE	AGENCY	CITY	STATE	ZIPCODE	SWNAUTHEMP	SWNFTEMP	SWNPTEMP	CIVFTEMP	CIVPTEMP	TOTFTEMP	TOTPTEMP	FTRESERVESWN	PTRESERVESWN	FTRESERVECIV	PTRESERVECIV	FTGANGOFF	PTGANGOFF	FTDRUGOFF	PTDRUGOFF	FTTERROFF	PTERROFF	FTHUMTRFOFF	PTHUMTRFOFF	NUMRESPOFF	NUMCPO	NUMSRO	NUMPATR	NUMINVST	NUMJAIL	NUMCRTSEC	NUMPROCSERV	OPBUDGET	OPBUDGEST	DRUGFORF	GAMBFORF	OTHRFORF	ASFOREST	MINEDUC	EDREQEXM	BACKGRND	CREDHIS	CRIMHIS	DRIVHIS	INTERVW	PERSTEST	POLYEXAM	PSYCHEVAL	VOICESTRESS	WRITAPTEST	ANPROBSOLV	CULTDIV	CONFMGT	SECLANG	VOLHIS	DRUGTEST	MEDEXAM	PHYSTEST	TOTACAD	TOTFIELD	TOTINSRV	WHITE	BLACK	HISPANIC	ASIAN	NATHAW	AMERIND	MULTRACE	UNKRACE	MALE	FEMALE	TOTGENDER	SWNBILING	CIVBILING	SWNINTERP	CIVINTERP	VOLINTERP	CONINTERP	OTHINTERP	INTERPDESC	EDUCPAY	HAZARDPAY	MERITPAY	SHIFTPAY	SKILLPAY	LANGPAY	TUITIONPAY	MILPAY	COLLBARG	RESPAY	CHIEFMIN	CHIEFMAX	SGTMIN	SGTMAX	ENTRYMIN	ENTRYMAX	OPER911	NUMWIRE	EXACTLOC	GENLOC	CARPAT	MOTOPAT	FOOTPAT	AIRPAT	BOATPAT	HORSEPAT	BIKEPAT	SEGPAT	OTHERPAT	OTHPATDESC	CPTRNNEW	CPTRNINSERV	CPMISSION	CPSARA	CPSARANUM	CPACADEMY	CPPLAN	CPGEO	CPGEONUM	CPPROBSOLV	CPTECHUP	CPPARTNER	CPSURVEY	CPUNIT	CPNONE	ADVGRP	BUSGRP	FAITHORG	LOCGOVT	OTHLOCLEA	NEIGHASC	SENIORGRP	SCHOOLGRP	YOUTHSERV	EMAILMRKT	WEBFEEDBACK	WEBMAPS	WEBSTATS	LISTSERV	REV911NOT	MASSNOTNUM	NONEM311	EREPORTING	ECRIMEREP	OTHRCP	OTHCPDESC	TERRPLAN	INTEROP	TERRPREPDIV	TERRPREPFEAR	TERPREPINFO	TERRPREPMEET	TERRPREPINCR	TERRPREPEXER	OTHTERRPREP	TERRPREPDESC	SWNINTEL	CIVINTEL	SEMIPRIM	SEMIBACK	PRIM10MM	BACK10MM	PRIM9MM	BACK9MM	PRIM45	BACK45	PRIM40	BACK40	PRIM357	BACK357	PRIM380	BACK380	PRIMOTHCAL	BACKOTHCAL	PRIMANYSEMI	BACKANYSEMI	REVOPRIM	REVOBACK	NOBACKUP	ASSLTWEAP	SHOTGUN	CARBINE	RIFLE	OTHSECWP	SECGUNDESC	NOSECGUN	ARMORREQ	NUMDOGS	NUMHORSES	TRADBATON	PR24BATON	COLLBATON	SOFTPROJ	BLACKJACK	RUBBULLET	OTHIMP	OTHIMPDESC	OCPEPPER	OTHCHEM	OTHCHEMDESC	CED	NECKHOLD	OTHNONLETH	OTHACTDESC	DIGPRINTS	DIGFACEREG	DIGMUGSHOT	DIGPHOTO	DIGCOMP	DIGNONE	INFRARED	GOGGLES	IMAGEINT	LPREADER	LASERRANGE	OPTICNONE	ENGDISRUPT	TIREDEFLATE	VEHTRACK	NOVEHSTOP	NUMMRKCARS	NUMOTHMRK	NUMUMKCARS	NUMOTHUNM	NUMPLANES	NUMCOPTERS	NUMBOATS	NUMMOTOR	TAKEHOME	PERSUSE	OUTSIDEJUR	VIDCAM	NUMCARCAM	NUMFIXCAM	NUMMOBCAM	SHOTSENSOR	NUMSENSOR	COMCOMMPROB	COMBOOKING	COMCRIMANL	COMCRIMEMAP	COMINVEST	COMCAD	COMFLEET	COMHOTSPOT	COMINFCOMM	COMINFWRIT	COMINTEL	COMINFOSHAR	COMINTERNET	COMPERSREC	COMRECMAN	COMRESALLO	COMNONE	ALARMFILES	ARRESTFILES	BIOMETFILES	CFSFILES	CMPLNTFILES	PRINTFILES	INCREPFILES	GUNFILES	INTELFILES	PROPFILES	SUMMFILES	TRAFCITFILES	TRAFSTOPFILES	USEFORCEFILES	WARRANTFILES	GANGFILES	PAWNFILES	PROTORDFILES	NONEFILES	USEINFCOM	NUMPERM	NUMDOCK	NUMPORT	MVRECACC	DRIVRECACC	CRIMRECACC	WARRRANTACC	PROTORDACC	INFOSHARACC	ADDRINFOACC	WEBACC	GISMAPACC	OTHERACC	OTHACCDESC	TRANSMIT	TRNSDESC	AFISOWNER	AFISTERM	AFISOTHER	AFISNONE	EARLYWARN	AUTOUNIT	BIASUNIT	BOMBUNIT	CHILDUNIT	CRPREVUNIT	CRIMANUNIT	CYBERUNIT	DVUNIT	DRUGEDUNIT	FINCRMUNIT	DRUGENFUNIT	GANGUNIT	DUIUNIT	INTAFFUNIT	JUVCRMUNIT	METHUNIT	MISCHDUNIT	REPOFFUNIT	RESPLANUNIT	SCHSAFEUNIT	TERRHOMEUNIT	VICTASSTUNIT	DEADFORCPLCY	LESSTHANPLCY	CODECONDPLCY	OFFDEMPLPLCY	MAXHOURSPLCY	OFFDCONDPLCY	MEDIAPLCY	EAPPLCY	MENTILLPLCY	HOMELESSPLCY	DOMDISPPLCY	JUVENILEPLCY	LIMITENGPLCY	INCUSDTHPLCY	RACIALPRPLCY	CITCOMPPLCY	IMMSTATPLCY	NUMUOFSUST	NUMUOFOTH	NUMUOFPEND	NUMUOFTOT	CCRB	CCRBPOWERS	OUTSIDEINV	IMPBUDGET	IMPTRNACD	IMPTRNFLD	IMPTRNINS	IMPCHFMIN	IMPCHFMAX	IMPSGTMIN	IMPSGTMAX	IMPENTRYMIN	IMPENTRYMAX	IMPGENDER	IMPRACE	IMPSWNINTEL	IMPCIVINTEL	IMPCARCAM	IMPSITECAM	IMPMOBLCAM	IMPMARKED	IMPOTHMKD	IMPUNMARKED	IMPOTHUNMKD	IMPMOTOS	IMPBOATS	IMPPLANES	IMPCOPTERS	IMPMOUNTED	IMPDOCKING	IMPNONDOCK	IMPSARA	IMPGEOG	IMPDRUGTASK	IMPGANGTASK	IMPHUMNTASK	IMPTERRTASK	IMPCELL	ORI	CSLLEA04_ID	POPULATION	LPDSAMPGRP	FINALWT_PAGE1	FINALWT_PAGE2ON
334	L	full	5	IOWA STATE PATROL	Des Moines	IA	50319	403	403	0	92	0	495	0	0	0	0	0	0	0	0	0	0	0	0	0	309	14	0	398	5	0	0	0	34000000	1	999000	0	0	1	4	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1100	595	48	401	0	2	0	0	0	0	0	391	12	403	1	0	1	0	1	1	0	 	1	1	0	1	1	0	0	0	1	0	84222	119808	46600	72100	39600	59600	1	1	1	1	1	0	0	1	0	0	0	0	0	 	1	0	1	0	8888	0	0	1	309	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	ELECTRONIC ACCIDENT REPORTS AVAILABLE ONLINE	0	0	0	0	0	0	0	0	0	 	0	0	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	 	0	0	4	0	1	0	1	1	0	0	0	 	1	0	 	0	0	0	 	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	360	1	45	41	7	0	0	0	1	1	0	1	403	0	0	0	8888	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	360	380	0	0	0	0	0	0	1	0	1	0	1	TICKETS, REPORTING	3	 	0	0	1	0	0	1	2	4	3	2	4	3	3	1	4	3	3	2	1	2	2	3	3	1	3	1	4	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	3	1	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	IADPS00	10045074	 	 	1.088889	1.088889
355	L	full	5	ILLINOIS STATE POLICE	Springfield	IL	62794	2173	2173	0	1395	18	3568	18	0	0	0	0	0	0	100	0	0	0	0	0	923	738	21	923	231	0	0	0	416700000	0	3439799	0	52041	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1040	640	34	1749	232	156	28	0	8	0	0	1938	235	2173	0	0	1	1	0	1	0	 	0	0	0	0	1	1	1	1	1	0	127713	999999	72204	105228	48192	999999	1	1	0	0	1	1	0	1	0	0	0	0	0	 	1	3	1	1	738	0	0	1	923	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0	 	1	1	0	0	0	0	1	1	1	PRAIRIE THUNDER EXERCISE	6	15	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	0	 	0	0	36	0	1	0	1	1	0	1	1	36 IN WOODEN RIOT BATON	1	1	CS	0	0	0	 	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	731	151	702	81	6	0	10	50	1	0	0	1	937	0	0	0	8888	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1802	1434	457	1	1	1	1	1	1	0	1	0	0	 	1	 	1	0	0	0	1	1	2	3	1	3	1	1	3	3	2	1	2	1	1	2	1	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	7	2	9	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	IL0849700	10045072	 	 	1.088889	1.088889
380	L	full	5	INDIANA STATE POLICE	Indianapolis	IN	46204	1334	1292	0	695	0	1987	0	0	0	0	0	3	0	1	0	1	0	0	0	817	817	0	817	191	0	0	0	125128798	0	180841	0	281683	0	4	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	896	552	16	1181	87	17	2	3	2	0	0	1229	63	1292	99999	99999	1	1	0	0	0	 	0	0	0	0	0	0	0	0	0	0	999999	126876	46428	60564	39699	53820	0	8	8	8	1	1	0	1	0	0	0	0	0	 	1	1	0	1	817	0	1	0	8888	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	 	1	1	1	0	1	1	1	1	0	 	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	 	0	2	25	0	0	1	1	0	0	0	0	 	1	0	 	0	0	0	 	1	0	1	1	1	0	0	0	0	0	0	1	0	1	0	0	960	0	450	245	3	3	7	20	1	1	0	1	200	0	0	0	8888	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	817	0	1	1	1	1	1	1	1	1	0	0	 	2	 	0	0	1	0	0	1	2	2	1	3	1	1	3	2	1	1	1	2	1	3	1	1	3	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	INISP00	10045073	 	 	1.088889	1.088889
394	L	full	5	KANSAS HIGHWAY PATROL	Topeka	KS	66603	572	543	19	298	73	841	92	0	0	0	0	0	0	3	0	3	0	0	0	543	0	0	510	0	0	0	0	99999999	0	99999999	0	0	0	4	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	879	560	40	507	14	13	4	0	5	0	0	518	25	543	0	0	0	0	0	0	0	 	0	0	0	1	0	0	0	0	1	0	105356	105356	52104	69846	38875	52104	0	8	8	8	1	1	0	1	0	0	0	0	0	 	1	0	0	0	8888	0	0	0	8888	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	1	0	 	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	 	0	0	12	0	0	0	1	0	0	0	0	 	1	0	 	1	1	0	 	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	450	50	100	20	5	9	0	6	1	0	0	1	534	9999	0	0	8888	0	0	0	0	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	215	0	1	1	1	1	0	1	1	0	0	1	REPORT WRITING; C-VIEW	3	 	0	0	0	1	0	1	4	2	4	4	4	4	4	2	4	1	3	1	1	4	2	4	4	1	2	1	4	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	1	1	0	8	0	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	KSKHP00	10045075	 	 	1.088889	1.088889
405	L	full	5	KENTUCKY STATE POLICE	Frankfort	KY	40601	1070	969	0	767	0	1736	0	0	0	0	0	0	10	72	0	5	0	0	0	783	18	0	498	183	0	0	0	150000000	0	783141	0	0	0	3	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	920	400	40	924	32	6	7	0	0	0	0	939	30	969	0	0	1	1	0	0	0	 	0	0	1	0	1	0	1	0	0	0	105000	999999	44170	999999	37382	999999	1	1	0	0	1	0	0	0	0	0	0	0	0	 	1	1	1	1	783	0	1	1	783	1	1	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	0	0	 	1	1	1	1	1	1	1	1	0	 	5	6	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	 	0	2	24	0	1	0	1	0	0	0	0	 	1	0	 	1	1	0	 	1	1	1	0	1	0	1	1	1	1	1	0	0	1	0	0	600	150	300	15	2	4	0	0	1	1	0	1	250	0	10	0	8888	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	0	500	200	1	1	1	1	1	1	0	0	0	0	 	3	 	1	0	0	0	0	1	3	1	1	1	1	1	3	1	1	1	3	2	1	3	1	1	3	1	2	1	3	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	2	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	KYKSP00	10045076	 	 	1.088889	1.088889
425	L	full	5	LOUISIANA STATE POLICE	Baton Rouge	LA	70806	1219	1215	0	1721	18	2936	18	0	0	0	0	22	0	56	0	22	0	0	0	596	12	0	596	69	0	0	0	4000000	0	3002570	0	0	0	4	0	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	720	320	12	1000	194	0	9	0	0	12	0	1166	49	1215	0	0	0	0	0	0	0	 	0	1	1	1	0	0	0	0	0	0	134351	999999	44952	53871	38512	45150	2	1	0	0	1	1	0	1	0	0	0	0	0	 	1	2	0	0	8888	0	0	1	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	 	1	1	0	0	0	0	0	1	1	LSP USES ALL HAZARD PHILOSOPHY, LSP DOES SEVERAL EMERGENCY OPS EXERCISES	22	0	1	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	 	0	1	7	0	0	0	1	0	0	0	0	 	1	0	 	1	0	1	NONADNOCK DEFENSE	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	0	925	65	1350	590	5	7	0	18	1	1	0	1	692	0	0	0	8888	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	650	0	0	1	1	1	0	1	1	0	1	0	0	 	3	 	1	1	1	0	1	1	4	1	4	4	4	1	4	4	1	1	1	1	1	3	1	1	3	1	3	1	4	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	0	4	2	6	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	LALSP00	10045077	 	 	1.088889	1.088889
465	L	full	5	MASSACHUSETTS STATE POLICE	Framingham	MA	01702	888888	3006	0	528	0	3534	0	0	0	0	0	30	0	41	0	45	0	0	0	1441	0	0	1441	588	0	0	0	303909600	1	776079	0	0	1	4	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1250	500	40	2709	164	66	39	0	14	0	14	2511	495	3006	160	4	1	1	0	1	0	 	1	0	0	1	0	0	1	1	1	0	144550	189721	66781	99193	49376	61720	1	1	0	1	1	1	1	1	1	1	1	0	0	 	1	3	1	0	8888	0	0	0	8888	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	 	1	0	1	0	0	1	1	1	0	 	14	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	1	SMITH & WESSON M+P 15	0	0	76	24	1	1	1	0	0	0	0	 	1	0	 	0	0	0	 	1	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	1462	90	1367	91	1	5	30	47	1	0	0	1	60	43	22	0	8888	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	1	0	1000	250	1	1	1	1	1	0	0	1	0	0	 	3	 	0	0	1	0	0	1	3	1	2	2	1	1	3	4	1	1	1	2	1	3	1	1	1	1	4	1	4	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	99999	99999	99999	99999	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	MAMSP00	10045080	 	 	1.088889	1.088889
488	L	full	5	MARYLAND STATE POLICE	Pikesville	MD	21208	1591	1524	0	732	0	2256	0	0	0	0	0	9	0	73	0	14	0	0	0	900	99999	0	800	100	0	0	10	309236775	0	1816951	0	0	0	4	0	1	1	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	1	1050	320	40	1222	258	28	11	0	2	0	3	1402	122	1524	0	0	1	1	1	1	0	 	0	0	0	1	0	1	0	1	1	0	76373	124319	45989	75741	40185	65776	2	1	1	1	1	1	0	1	0	0	0	0	0	 	1	0	0	0	8888	0	0	0	8888	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	1	AMBER ALERT VIA EMAIL OR TEXT MESSAGE	1	1	0	0	1	0	1	0	0	 	14	20	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	 	0	1	44	0	0	0	1	0	0	0	0	 	1	0	 	0	0	0	 	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	844	72	515	425	2	12	2	19	1	1	0	1	447	339	46	0	8888	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	0	1	0	900	250	1	1	1	1	1	1	1	1	0	0	 	1	 	1	0	0	0	1	1	3	1	2	3	1	1	2	3	3	1	1	3	1	3	1	1	3	1	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	17	3	21	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	MD324SP	10045079	 	 	1.088889	1.088889
514	L	full	5	MICHIGAN STATE POLICE	East Lansing	MI	48823	1938	1761	0	871	0	2632	0	0	0	0	0	0	0	105	0	13	0	0	0	1036	0	0	1036	233	0	0	0	569288500	0	1890327	0	8751	0	4	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	1	1	1	964	680	14	1513	153	57	0	7	31	0	0	1550	211	1761	0	0	1	1	1	0	0	 	0	1	0	1	0	0	1	0	1	0	86403	114997	65187	70491	38498	38498	1	1	1	1	1	1	1	1	0	0	1	0	1	FOOT AND BICYCLE PATROLS ARE REGULARLY SCHEDULED DURING SUMMER MONTHS FOR ONE AREA  OF THE STATE -	8	3	0	0	8888	0	0	0	8888	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	 	1	1	1	0	1	1	1	1	0	 	5	8	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	 	0	1	25	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	711	263	576	226	1	2	7	21	1	0	0	1	566	0	0	0	8888	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	1	124	335	0	1	1	1	1	1	1	1	0	0	0	 	3	 	1	0	0	0	1	1	3	1	3	3	1	1	3	2	1	1	3	3	1	3	1	3	4	1	2	1	3	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	4	11	0	15	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	MI3300100	10045081	 	 	1.088889	1.088889
532	L	full	5	MINNESOTA STATE PATROL	Saint Paul	MN	55101	551	531	0	281	0	812	0	0	0	0	0	0	0	1	0	0	0	0	0	482	2	0	464	18	0	0	0	91640000	1	608600	0	787900	0	2	1	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	1	1	1	1040	384	15	518	1	6	3	0	3	0	0	485	46	531	99999	99999	1	1	0	0	1	LANGUAGE LINE	0	1	0	0	1	0	0	1	1	0	71911	103064	63496	75398	45205	59090	2	1	1	1	1	1	0	1	0	0	0	0	0	 	0	0	0	0	8888	1	0	1	464	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	0	0	1	0	0	 	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	1	0	 	0	0	12	0	0	0	1	0	0	0	0	 	1	0	 	1	0	0	 	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	512	76	119	23	0	4	0	5	1	0	0	1	487	0	0	0	8888	0	0	0	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	551	0	1	1	0	1	1	0	0	0	0	0	 	1	 	0	0	1	0	0	1	4	2	4	4	4	4	4	4	4	1	4	1	1	4	4	4	4	1	1	2	4	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	2	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	MNMHP00	10045082	 	 	1.088889	1.088889
545	L	full	5	MISSOURI STATE HIGHWAY PATROL	Jefferson City	MO	65101	1168	1044	0	1070	108	2114	108	0	0	0	0	0	0	26	1	3	1	0	1	643	47	0	643	196	0	0	0	232740315	0	768730	0	0	0	3	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1000	640	30	975	42	8	5	0	14	0	0	1006	38	1044	0	0	1	1	0	0	0	 	0	0	0	0	0	0	1	0	0	0	104064	104064	51960	70716	35352	64512.5	0	8	8	8	1	0	0	1	0	0	0	0	0	 	1	0	1	1	937	1	1	0	8888	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	0	0	0	1	0	0	 	1	0	1	0	1	1	1	1	1	ESTABLISHED TERRORISM LIAISON OFFICER PROGRAM AND CONDUCTED A THREE-DAY TRAINING SESSION.	7	12	1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	 	0	1	7	0	1	0	1	0	0	0	0	 	1	0	 	0	1	0	 	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	668	63	360	145	9	6	0	0	1	0	0	1	270	15	2	0	8888	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	1	0	727	128	1	1	0	1	1	0	0	1	0	0	 	3	 	1	0	0	0	1	2	3	1	1	3	1	1	3	3	3	1	1	2	1	3	1	1	4	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	MOMHP00	10045084	 	 	1.088889	1.088889
561	L	full	5	MONTANA HIGHWAY PATROL	Helena	MT	59620	238	232	0	70	0	302	0	0	0	0	0	0	0	0	0	0	0	0	0	212	35	0	232	0	0	0	0	28459000	0	7877	0	0	0	4	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	1	840	360	40	228	0	1	0	0	3	0	0	220	12	232	0	0	0	0	0	0	0	 	0	0	1	0	0	0	0	0	1	0	87360	87360	47798	53681	38979	48856	0	8	8	8	1	0	0	0	0	0	0	0	0	 	1	2	1	1	35	0	0	0	8888	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	 	1	1	1	0	0	1	1	1	0	 	0	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	0	0	0	 	0	0	0	0	0	0	1	0	0	0	0	 	1	0	 	0	0	0	 	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	230	9	19	5	1	1	0	0	1	0	1	1	240	0	0	0	8888	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	92	21	71	1	1	1	1	1	1	0	0	0	0	 	1	 	0	0	1	0	1	3	4	4	4	3	3	4	4	3	4	2	3	1	2	3	3	3	4	1	4	2	4	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	MTMHP00	10045085	 	 	1.088889	1.088889
