ORI7	ORI9	SHERIFF_FLAG	TYPE	TRIBALPD	COUNTYPD	AGENCYID	BJS_AGENCYNAME	CITY	STATENAME	STATECODE	ZIPCODE	POP2012	SAMPLETYPE_FINAL	STRATCODE	FTSWORN	FTCIV	PTSWORN	PTCIV	PERS_PDSW_MFT	PERS_PDSW_MPT	PERS_PDSW_FFT	PERS_PDSW_FPT	PERS_FTS_WHT	PERS_FTS_BLK	PERS_FTS_HSP	PERS_FTS_IND	PERS_FTS_ASN	PERS_FTS_HAW	PERS_FTS_TWO	PERS_FTS_UNK	PERS_FTS_RACETOT	PERS_RESP_PATRL	PERS_RESP_INVST	PERS_RESP_JAIL	PERS_RESP_CRT	PERS_RESP_OTHR	PERS_SUP_CHF_M	PERS_SUP_CHF_F	PERS_SUP_INTM_M	PERS_SUP_INTM_F	PERS_SUP_SGT_M	PERS_SUP_SGT_F	PERS_SSW_FT	PERS_SSW_PT	PERS_UPSW	PERS_DUT_NONE	PERS_DUT_ADMN	PERS_DUT_CLN	PERS_DUT_LGL	PERS_DUT_ACCT	PERS_DUT_FSCI	PERS_DUT_RSRCH	PERS_DUT_HR	PERS_DUT_IT	PERS_DUT_VM	PERS_DUT_CD	PERS_DUT_CRT	PERS_DUT_JAIL	PERS_DUT_OTHR	PERS_DUT_SPEC	PAY_SAL_EXC_MIN	PAY_SAL_EXC_MAX	PAY_SAL_SGT_MIN	PAY_SAL_SGT_MAX	PAY_SAL_OFCR_MIN	PAY_SAL_OFCR_MAX	PAY_INCT_EDU	PAY_INCT_VOC	PAY_INCT_LANG	PAY_INCT_SPCL	PAY_INCT_HZRD	PAY_INCT_SD	PAY_INCT_RINC	PAY_INCT_MRT	PAY_INCT_OTHR	PAY_INCT_SPEC	PAY_OUT	PAY_RST_NO	PAY_RST_HRS	PAY_RST_TYPE	PAY_RST_OTHR	PAY_RST_SPEC	PAY_BARG	PAY_SBARG	PAY_RMB_TUIT	PAY_RMB_UNF	PAY_RMB_ARMR	PAY_RMB_SFTY	PAY_RMB_FIRE	PAY_OVER_SW	PAY_OVER_NSW	PAY_FUNC_CRT	PAY_FUNC_SHFT	PAY_FUNC_PTRL	PAY_FUNC_INVS	PAY_FUNC_ADMN	PAY_FUNC_EMRG	PAY_FUNC_EVNT	PAY_FUNC_OTHR	PAY_FUNC_SPEC	PAY_LMT	PAY_VEH_MRK	PAY_VEH_UMRK	HIR_FRZ	HIR_MTH_SW10	HIR_MTH_SW11	HIR_MTH_SW12	HIR_MTH_NSW10	HIR_MTH_NSW11	HIR_MTH_NSW12	HIR_NBR	HIR_NBR_DRCT_FT	HIR_NBR_DRCT_PT	HIR_NBR_PRE_FT	HIR_NBR_PRE_PT	HIR_NBR_LAT_FT	HIR_NBR_LAT_PT	HIR_NBR_TFT	HIR_NBR_TPT	HIR_TRN_NO_L	HIR_TRN_NO_P	HIR_TRN_CRS_L	HIR_TRN_CRS_P	HIR_TRN_FLD_L	HIR_TRN_FLD_P	HIR_TRN_DIR_L	HIR_TRN_DIR_P	HIR_TRN_OLATS	HIR_TRN_OPRES	HIR_NSWT_NO	HIR_NSWT_VAR_FT	HIR_NSWT_VAR_PT	HIR_EDU_NO	HIR_EDU_HS	HIR_EDU_SCOL	HIR_EDU_AD	HIR_EDU_BD	HIR_EDU_OTHR	HIR_EDU_SPEC	HIR_MIL	HIR_BD_VAR	HIR_RTR_DB	HIR_RTR_DC	HIR_RTR_SS	HIR_RTR_OTHR	HIR_RTR_SPEC	HIR_SEP_NMED	HIR_SEP_MED	HIR_SEP_VOL	HIR_SEP_LAYOFF	HIR_SEP_DIS	HIR_SEP_OTHR	HIR_SEP_TTL	HIR_SEPNS_LAYOFF	HIR_SEPNS_OTHR	HIR_SEPNS_TTL	BDGT_MNTH	BDGT_TTL	BDGT_TTL_EST	BDGT_SRC_MNC	BDGT_SRC_CNTY	BDGT_SRC_STATE	BDGT_SRC_FED	BDGT_SRC_CONT	BDGT_SRC_ASST	BDGT_SRC_FEE	BDGT_SRC_OTHR	BDGT_SRC_SPEC	BDGT_RED	BDGT_PCT_SW	BDGT_PCT_NSW	BDGT_FUR	BDGT_FUR2_SW10	BDGT_FUR2_SW11	BDGT_FUR2_SW12	BDGT_FUR2_NSW10	BDGT_FUR2_NSW11	BDGT_FUR2_NSW12	COM_MIS	COM_TRN_REC	COM_TRN_INSRV	COM_SARA	COM_NSARA	COM_COL	COM_PTNR	COM_BT	COM_NBT	COM_SURV	TECH_TYP_GUN	TECH_TYP_LIC	TECH_TYP_SMRT	TECH_TYP_VPUB	TECH_TYP_VVEH	TECH_TYP_VPAT	TECH_TYP_VWPN	TECH_TYP_VOTHR	TECH_EAC_MREC	TECH_EAC_DREC	TECH_EAC_CRIM	TECH_EAC_WARR	TECH_EAC_PROT	TECH_EAC_ADRS	TECH_CIR	TECH_CIR_SPEC	TECH_CRS	TECH_CREC_INC	TECH_CREC_SUM	TECH_CREC_NAR	TECH_CREC_OTHR	TECH_CREC_SPEC	TECH_REC_NAR	TECH_REC_CODE	TECH_REC_STAT	TECH_REC_VIC	TECH_REC_SUS	TECH_REC_LOC	TECH_REC_GEO	TECH_REC_DATE	TECH_WHO_NO	TECH_WHO_STAFF	TECH_WHO_EXTR	TECH_MANY_FTS	TECH_MANY_PTS	TECH_MANY_FTNS	TECH_MANY_PTNS	TECH_OUT_LAW	TECH_OUT_GOV	TECH_OUT_UNIV	TECH_OUT_VEND	TECH_OUT_OTHR	TECH_OUT_OTHR_SPEC	TECH_WEB_NONE	TECH_WEB_JUR	TECH_WEB_BEAT	TECH_WEB_MAP	TECH_WEB_OFFND	TECH_WEB_OTHR	TECH_WEB_SPEC	TECH_PUBL_REP	TECH_PUBL_ASK	TECH_PUBL_FILE	TECH_PUBL_OTHR	TECH_PUBL_SPEC	TECH_REPT	TECH_RECV	TECH_MEDIA_TW	TECH_MEDIA_FB	TECH_MEDIA_BLOG	TECH_MEDIA_YTBE	TECH_MEDIA_MASS	TECH_MEDIA_OTHR	TECH_MEDIA_SPEC	VEH_OPRT_MK	VEH_OPRT_UNMK	VEH_TYP_MTR	VEH_TYP_ATV	VEH_TYP_AIR	VEH_TYP_HCOP	VEH_TYP_BOAT	VEH_TYP_DRONE	VEH_TYP_OTHR	VEH_TYP_SPEC	VEH_WPUR	VEH_WPUR_SPEC	VEH_DOC	VEH_DOC_SPEC	VEH_NPUR	VEH_NPUR_EST	VEH_NPUR_UNK	VEH_REST_NO	VEH_REST_ALN	VEH_REST_VISL	VEH_REST_SEPR	VEH_REST_RADIO	VEH_REST_ARM	VEH_REST_OTHR	VEH_REST_SPEC	VEH_CNTN	SAFE_AUTH_HGN	SAFE_AUTH_RFL	SAFE_AUTH_SGN	SAFE_AUTH_BTN	SAFE_AUTH_IMP	SAFE_AUTH_SOFT	SAFE_AUTH_SPRAY	SAFE_AUTH_CHEM	SAFE_AUTH_TASR	SAFE_AUTH_NECK	SAFE_AUTH_TKDWN	SAFE_AUTH_OHAND	SAFE_AUTH_CHAND	SAFE_AUTH_LEG	SAFE_DOC_DISF	SAFE_DOC_DCHF	SAFE_DOC_BAT	SAFE_DOC_IMP	SAFE_DOC_SOFT	SAFE_DOC_SPRAY	SAFE_DOC_CHEM	SAFE_DOC_DIST	SAFE_DOC_DCHT	SAFE_DOC_NECK	SAFE_DOC_TKDWN	SAFE_DOC_OHAND	SAFE_DOC_CHAND	SAFE_DOC_LEG	SAFE_FINC	SAFE_FINC_SPEC	NO_RECORD_FORCE	SAFE_FRC_INC	SAFE_FRC_OFFC	SAFE_FRC_OTHR	SAFE_FRC_SPEC	SAFE_FTTL	SAFE_FTTL_EST	SAFE_FTTL_UNK	SAFE_SEPR	SAFE_SEPR_EST	SAFE_SEPR_UNK	SAFE_ARMR	SAFE_ARMR_OTHRS	SAFE_RQUR_ACC	SAFE_RQUR_RSK	SAFE_RQUR_ALL	SAFE_RQUR_CSTM	SAFE_RQUR_TRN	SAFE_RQUR_COMP	SAFE_RQUR_BLST	NO_BODY_ARMOR	SAFE_PAY_DPT	SAFE_PAY_IND	SAFE_PAY_GRNT	SAFE_PAY_OTHR	SAFE_PAY_SPEC	ISSU_ADDR_BIAS	ISSU_ADDR_BOMB	ISSU_ADDR_ABSE	ISSU_ADDR_CYBR	ISSU_ADDR_DPV	ISSU_ADDR_TERR	ISSU_ADDR_TRAF	ISSU_ADDR_DUI	ISSU_ADDR_JUV	ISSU_ADDR_GANG	ISSU_ADDR_REEN	ISSU_ADDR_FUG	ISSU_ADDR_VIC	ISSU_ADDR_SWAT	ISSU_SPEC	ISSU_MULTI	ISSU_TASK_SWAT	ISSU_TASK_DRUG	ISSU_TASK_GANG	ISSU_TASK_TRAF	ISSU_TASK_OTHR	ISSU_TASK_SPEC	BASEWT	NRADJUST	FINALWT
AL05812	AL0581200	 	1	2	2	AL073-0029	ARGO POLICE DEPT	Trussville	Alabama	AL	35173	4131	Local- 5 to 9	105	6	0	5	0	6	5	0	0	5	1	0	0	0	0	0	0	6	5	0	0	0	1	1	0	1	0	1	0	0	0	5	2	2	2	2	2	2	2	2	2	2	2	2	2	2	 	39400	39400	34320	34320	33200	33200	2	2	2	2	2	2	2	2	2	 	2	-8	-8	-8	-8	 	2	-8	2	2	2	2	2	1	2	1	1	1	2	2	1	2	2	 	2	2	2	1	12	12	12	0	0	0	1	0	0	0	0	0	0	0	0	2	2	1	1	1	1	1	1	 	 	1	0	0	2	1	2	2	2	2	 	1	0	1	2	1	2	 	0	0	0	0	0	0	0	0	0	0	10	251480	2	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	2	2	2	-8	1	2	2	0	1	2	2	1	2	1	1	2	2	1	1	1	1	1	1	4	 	1	1	2	1	2	 	1	1	1	1	1	1	2	1	2	1	2	 	3	0	0	-8	-8	-8	-8	-8	 	2	1	1	1	1	2	 	1	1	1	2	 	1	1	2	1	2	2	1	2	 	6	2	2	2	2	2	2	2	2	 	6	 	4	 	2	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	3	1	3	1	3	1	1	1	3	1	1	1	1	-8	1	-8	1	1	-8	1	1	1	-8	1	 	2	1	1	2	 	3	1	2	3	1	2	3	 	1	1	1	1	1	1	1	2	1	2	1	2	 	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	7.288	1.19	8.675
AL05802	AL0580200	 	1	2	2	AL115-0058	ASHVILLE POLICE DEPT	Ashville	Alabama	AL	35953	2234	Local- 5 to 9	105	5	0	4	0	4	4	1	0	5	0	0	0	0	0	0	0	5	5	0	0	0	0	1	0	1	0	0	1	0	0	3	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	35000	60000	30000	40000	30000	40000	2	2	2	2	2	2	2	2	2	 	1	2	1	1	2	 	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	 	2	1	2	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	2	1	1	2	1	2	2	2	 	 	1	0	0	2	1	2	2	2	2	 	2	0	1	2	1	2	 	0	0	0	0	0	0	0	0	0	0	10	342000	1	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	1	-8	-8	2	-8	1	2	2	0	2	2	2	2	2	2	1	2	2	1	1	1	1	1	1	4	 	1	1	2	1	2	 	1	1	1	1	1	1	2	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	2	2	2	2	2	2	2	2	 	5	1	2	2	2	2	2	2	2	 	2	 	4	 	7	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	3	3	1	1	1	1	1	2	1	1	-8	-8	1	-8	-8	-8	1	1	1	1	1	2	 	2	1	2	2	 	6	1	2	-8	 	 	2	 	1	1	2	1	2	2	1	2	1	2	2	2	 	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	7.288	1.19	8.675
AL04401	AL0440100	 	1	2	2	AL083-0039	ATHENS POLICE DEPT	Athens	Alabama	AL	35611	23469	Local- 25 to 49	103	46	10	2	2	44	2	2	0	43	2	1	0	0	0	0	0	46	39	6	0	0	1	1	0	6	0	6	1	0	0	0	2	1	2	2	2	2	2	2	2	2	1	2	2	2	 	75000	105000	40000	55000	32000	50000	2	2	2	1	2	1	2	1	2	 	1	2	1	1	2	 	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	1	1	2	-8	-8	-8	-8	-8	-8	2	4	0	0	0	0	0	4	0	2	2	2	2	2	2	1	1	 	 	2	0	1	2	1	2	2	2	2	 	-8	1	1	1	1	2	 	2	0	0	0	2	0	4	0	0	0	10	4700000	1	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	1	1	2	2	-8	2	2	2	0	1	2	2	1	2	1	1	2	2	1	1	2	1	2	2	4	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	2	3	0	1	0	-8	-8	-8	-8	-8	 	2	2	2	2	1	2	 	1	1	2	2	 	1	1	1	2	2	2	1	2	 	36	13	2	2	2	2	2	2	2	 	3	 	2	 	4	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	1	1	1	1	1	1	2	1	1	-8	-8	1	-8	1	1	1	1	1	1	1	2	 	2	1	2	2	 	9	1	2	-8	 	 	2	 	 	 	 	 	 	 	 	2	1	2	2	2	 	4	4	4	4	4	4	4	4	4	4	4	4	4	4	0	2	-8	-8	-8	-8	-8	 	4.225	1.123	4.745
AL00400	AL0040000	0	2	 	 	AL001-0001	AUTAUGA COUNTY SHERIFFS OFFICE	Prattville	Alabama	AL	36067	55514	Sheriff- 10 to 24	204	26	4	3	2	26	3	0	0	24	2	0	0	0	0	0	0	26	17	7	1	0	1	1	0	5	0	7	0	0	0	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	 	60568	60568	32864	41600	28704	37440	2	2	2	2	1	2	2	2	2	 	1	2	1	1	2	 	1	3	2	1	1	1	1	1	2	1	1	1	1	1	1	2	2	 	2	1	1	2	-8	-8	-8	-8	-8	-8	2	0	0	0	0	2	0	2	0	2	2	1	1	1	2	2	1	 	 	1	-8	-8	2	1	2	2	2	2	 	2	0	1	2	1	2	 	2	0	0	0	0	0	2	0	0	0	10	1983749	1	2	1	2	2	2	2	2	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	1	4	1	2	-8	2	2	2	-8	2	2	2	1	2	1	2	2	2	1	1	2	1	1	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	2	2	2	2	1	2	 	2	2	2	2	 	1	1	1	1	2	2	2	2	 	20	11	2	2	2	2	2	2	2	 	3	 	1	 	-9	 	1	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	1	3	1	3	1	1	1	1	2	1	2	-8	-8	2	-8	1	1	-8	2	2	2	2	2	 	2	2	1	2	 	-8	 	 	8	1	2	2	 	1	1	1	1	1	1	1	2	1	2	1	2	 	5	5	5	5	5	5	5	5	5	5	5	5	5	4	 	1	2	1	2	2	2	 	5.497	1.279	7.031
AL00500	AL0050000	0	2	 	 	AL003-0002	BALDWIN COUNTY SHERIFFS OFFICE	Bay Minette	Alabama	AL	36507	190790	SR- Sheriff	201	105	182	0	0	102	0	3	0	94	10	0	0	1	0	0	0	105	57	32	6	2	8	1	0	14	0	12	0	0	0	0	2	1	1	2	1	2	2	1	1	1	1	1	1	2	 	93776	95794	44137	68840	36583	36583	2	2	2	2	2	2	2	2	2	 	1	2	2	1	2	 	2	-8	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	2	2	2	2	-8	-8	-8	-8	-8	-8	2	0	0	0	0	3	0	3	0	2	2	1	1	1	1	2	2	 	 	2	31	0	2	1	2	2	2	2	 	2	1	1	1	1	2	 	4	0	1	0	0	1	6	0	27	27	10	18939886	2	2	1	1	1	1	1	1	2	 	2	-8	-8	2	-8	-8	-8	-8	-8	-8	1	3	3	2	-8	2	2	2	-8	2	2	1	2	1	1	1	2	2	1	1	1	1	1	1	4	 	1	1	1	1	1	 	1	1	1	1	1	1	1	1	2	1	1	 	 	 	 	2	1	2	2	2	 	2	1	1	2	2	2	 	1	1	1	1	 	1	1	2	1	2	1	2	2	 	55	30	2	1	2	2	2	2	2	 	3	 	3	 	15	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	3	3	1	3	1	1	1	2	2	1	1	1	-8	-8	-8	2	1	-8	1	1	1	-8	1	 	2	1	2	2	 	30	1	2	-8	 	 	1	 	-8	-8	-8	-8	-8	-8	-8	2	1	2	1	2	 	2	2	2	2	2	2	2	2	2	5	5	1	5	2	5	1	1	1	2	2	2	 	1.054	1.286	1.357
AL03202	AL0320200	 	1	2	2	AL057-0020	BERRY POLICE DEPT	Berry	Alabama	AL	35546	1130	Local- 2 to 4	106	3	0	1	0	3	1	0	0	2	1	0	0	0	0	0	0	3	1	1	0	1	0	1	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	Patrol	41600	45760	 	 	34320	38480	2	2	2	2	2	2	2	2	2	 	1	2	2	1	2	 	1	2	2	1	2	2	2	1	1	2	1	2	2	2	1	1	2	 	2	1	1	2	-8	-8	-8	-8	-8	-8	2	0	0	0	0	1	0	1	0	2	2	2	2	1	2	2	2	 	 	1	0	0	2	1	2	2	2	2	 	-8	0	1	2	1	2	 	0	0	0	0	0	1	1	0	0	0	10	227700	1	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	1	4	4	2	-8	2	2	2	0	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	 	2	2	2	2	2	 	-8	-8	-8	-8	-8	-8	-8	-8	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	2	2	2	2	2	2	2	2	 	4	0	2	1	2	2	2	2	2	 	3	 	1	 	5	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	3	1	3	1	3	1	3	1	1	1	3	1	1	-8	1	-8	1	-8	1	1	-8	1	1	1	-8	1	 	2	1	2	2	 	-9	 	1	-8	 	 	1	 	-8	-8	-8	-8	-8	-8	-8	2	1	2	1	2	 	4	5	4	5	4	5	5	4	4	5	5	5	5	5	0	2	-8	-8	-8	-8	-8	 	14.611	1.139	16.646
AL00101	AL0010100	 	1	2	2	AL073-0030	BESSEMER POLICE DEPT	Bessemer	Alabama	AL	35020	27289	Local - SR	101	105	32	0	0	98	0	7	0	49	55	1	0	0	0	0	0	105	90	11	0	0	4	1	0	9	0	16	1	0	0	0	2	1	1	2	2	2	2	2	2	2	1	2	1	2	 	61900	96050	36275	56201	31304	48505	1	2	2	2	2	2	2	1	2	 	1	2	1	2	2	 	2	-8	2	2	2	2	2	1	1	2	1	1	1	1	2	2	2	 	 	3	2	 	 	 	 	 	 	 	2	8	0	0	0	0	0	8	0	1	1	2	2	2	2	2	2	 	 	2	8	0	2	1	2	2	2	2	 	2	 	1	2	2	2	 	0	0	0	0	1	0	1	0	0	0	10	10200000	2	1	2	2	2	2	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	-8	2	-8	 	 	1	10	1	2	2	2	2	2	2	2	2	1	1	2	1	2	1	4	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	0	0	4	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	2	1	2	1	Facebook	1	2	2	1	2	2	2	2	 	58	43	1	2	2	2	2	2	2	 	3	 	 	 	5	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	1	1	1	3	3	3	1	1	1	3	-8	1	-8	1	-8	1	-8	-8	-8	-8	1	1	1	-8	2	 	2	1	1	2	 	1	1	2	1	1	2	2	 	 	 	 	 	 	 	 	2	1	2	1	2	 	5	5	1	5	1	5	5	1	5	5	5	1	5	1	3	2	-8	-8	-8	-8	-8	 	1.046	1.098	1.148
AL00102	AL0010200	 	1	2	2	AL073-0034	BIRMINGHAM POLICE DEPT	Birmingham	Alabama	AL	35203	212038	Local - SR	101	847	255	0	0	715	0	132	0	329	508	0	0	0	0	0	10	847	583	170	0	0	94	1	0	34	13	78	24	0	0	0	2	1	1	2	1	1	2	1	1	1	1	2	1	2	 	 	 	41433	64188	35796	55515	1	2	2	1	1	2	2	2	2	 	1	2	1	1	1	strikes	2	-8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	 	1	2	2	2	-8	-8	-8	-8	-8	-8	2	29	0	0	0	0	0	29	0	2	2	2	2	2	2	1	1	 	 	2	10	0	2	1	2	2	2	2	 	-8	7	1	1	2	2	 	28	0	17	0	4	0	49	0	21	21	7	83233076	2	1	2	2	2	2	1	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	3	2	-8	2	2	1	180	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	 	1	1	1	1	2	 	1	1	1	1	1	1	1	1	2	1	2	1	0	0	0	-8	-8	-8	-8	-8	 	2	2	2	2	2	2	 	2	2	2	2	 	2	2	1	1	1	1	2	2	 	283	212	1	2	2	2	2	2	1	Segway	3	 	2	 	14	2	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	3	1	3	1	1	3	1	2	1	1	-8	1	1	-8	2	1	-8	1	1	-8	1	1	 	2	2	1	2	 	-8	 	 	599	2	2	2	 	2	2	1	1	1	1	1	2	1	2	1	2	 	4	1	1	1	1	4	4	4	1	1	4	1	1	1	7	1	1	1	1	2	2	 	1.046	1.098	1.148
AL03902	AL0390200	 	1	2	2	AL071-0027	BRIDGEPORT POLICE DEPT	Bridgeport	Alabama	AL	35740	2395	Local- 5 to 9	105	6	4	2	2	6	2	0	0	6	0	0	0	0	0	0	0	6	6	0	0	0	0	1	0	1	0	0	0	0	 	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	 	32000	35000	30000	32000	28000	30000	2	2	2	2	2	2	2	2	2	 	1	1	2	2	2	 	1	2	2	2	2	2	2	1	1	2	2	1	2	2	2	1	2	 	2	2	3	1	12	12	12	12	12	12	2	0	0	0	0	1	0	1	0	2	2	2	2	2	2	1	2	 	 	2	1	2	2	1	2	2	2	2	 	-8	0	2	1	1	2	 	0	0	1	0	0	0	1	0	1	1	10	 	2	1	2	1	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	1	4	4	2	-8	2	2	1	6	1	2	2	2	2	2	2	2	2	1	1	2	2	2	2	1	 	1	1	1	1	2	 	1	1	1	1	1	1	2	1	2	1	1	1	0	2	0	2	1	2	2	2	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	1	2	2	2	2	2	2	2	 	6	0	2	2	2	2	2	2	2	 	3	 	1	 	2	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	3	3	3	1	3	1	1	1	3	2	1	1	-8	-8	-8	-8	2	1	1	1	2	1	-8	1	 	2	1	1	2	 	0	2	2	0	2	2	2	 	 	 	 	 	 	 	 	2	1	2	2	2	 	4	5	4	5	4	5	5	4	5	5	5	5	5	5	0	1	2	2	2	2	1	DUI Enforcement	7.288	1.19	8.675
AL06308	 	 	1	2	2	AL125-0067	BROOKWOOD POLICE DEPT	Brookwood	Alabama	AL	35444	1842	Local- 5 to 9	105	6	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	6	2	1	0	2	1	1	0	1	0	1	0	0	0	0	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	40000	52000	35000	38000	30000	31500	2	2	2	2	2	2	2	2	2	 	1	2	2	1	2	 	1	2	2	1	1	1	2	1	2	1	1	1	1	2	1	1	1	 	2	1	1	2	-8	-8	-8	-8	-8	-8	1	0	0	0	0	0	0	0	0	2	2	2	2	2	2	1	1	 	 	1	0	0	2	1	2	2	2	2	 	2	0	1	2	1	2	 	0	0	0	0	0	0	0	0	0	0	10	270000	1	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	2	4	3	2	-8	2	2	2	0	2	2	2	1	1	1	1	1	1	1	1	1	1	1	2	1	 	2	2	2	2	2	 	-8	-8	-8	-8	-8	-8	-8	-8	1	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	-8	 	1	-8	-8	-8	-8	-8	 	-8	-8	-8	-8	 	1	2	2	2	2	2	2	2	 	6	0	2	1	2	2	2	2	2	 	3	 	2	 	8	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	1	1	3	1	1	1	1	3	1	1	3	3	1	1	1	-8	1	1	1	1	1	-8	1	1	-8	-8	1	 	2	2	1	2	 	-8	 	 	-9	 	1	2	 	1	1	1	2	2	1	1	2	1	2	2	2	 	4	5	4	5	4	4	5	4	4	5	5	4	4	3	0	2	-8	-8	-8	-8	-8	 	7.288	1.19	8.675
AL05901	AL0590100	 	1	2	2	AL117-0059	CALERA POLICE DEPT	Calera	Alabama	AL	35040	12472	Local- 25 to 49	103	26	33	0	2	26	0	0	0	24	2	0	0	0	0	0	0	26	20	4	0	0	2	1	0	1	0	4	0	0	0	0	2	1	2	2	2	2	2	2	2	2	1	1	1	2	 	77854	104270	45413	60931	40605	53149	2	2	2	2	2	2	2	1	1	COLA and annual step	1	1	1	1	1	 	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	school patrols	2	1	1	1	12	0	0	12	0	0	2	0	0	0	0	1	0	1	0	2	2	2	2	2	2	2	2	APOSTC	APOSTC Update Cert	2	0	1	2	1	2	2	2	2	 	-8	1	2	1	2	2	 	0	0	1	0	0	0	1	0	1	1	10	2800000	1	1	2	2	2	2	2	2	2	 	2	-8	-8	2	0	0	0	0	0	0	3	1	2	1	21	1	1	1	18	2	2	2	2	1	1	1	2	2	1	1	1	1	1	1	4	 	1	1	1	1	1	CAD/RMS System	1	1	1	1	2	1	1	1	2	1	2	1	1	0	0	-8	-8	-8	-8	-8	 	2	1	2	2	2	1	Media/Press Releases	1	1	1	2	 	1	1	2	2	2	2	1	2	 	21	5	2	1	2	2	1	2	2	 	3	 	2	 	5	1	2	1	-8	-8	-8	-8	-8	-8	 	-8	1	1	3	3	1	3	1	3	1	1	1	1	1	1	1	1	-8	1	-8	1	-8	1	1	1	1	1	1	1	1	 	2	1	1	2	 	20	1	2	5	1	2	2	 	1	2	1	2	2	1	2	2	1	2	2	2	 	4	4	3	5	3	3	4	4	4	4	4	4	2	3	2	1	1	2	2	2	1	Traffic Enforcement/Crash Reconstruction	4.225	1.123	4.745
