V1	V2	V3	V4	V5	V6	AGENCYID	V7	V8	V9	V10	V11	V12	V13	V14	V15	V34	V38	V39	V40	V41	V42	V43	V44	V45	V46	V47	V52	V53	V54	V55	V56	V57	V58	V59	V60	V61	V62	V62F	V63	V63F	V64	V64F	V65	V65F	V66	V66F	V67	V67F	V68	V68F	V69	V69F	V70	V70F	V71	V71F	V72	V72F	V73	V73F	V74	V74F	V75	V75F	V76	V76F	V77	V77F	V78	V78F	V79	V79F	V80	V80F	V81	V81F	V82	V82F	V83	V84	V84F	V85	V86	V87	V88	V89	V90	V91	V92	V93	V94	V95	V96	V97	V98	V99	V100	V101	V101F	V102	V102F	V103	V103F	V104	V104F	V105	V105F	V106	V106F	V107	V107F	V108	V108F	V109	V109F	V110	V110F	V111	V111F	V112	V112F	V113	V113F	V114	V114F	V115	V115F	V116	V116F	V117	V117F	V118	V118F	V119	V119F	V120	V120F	V121	V121F	V122	V122F	V123	V123F	V124	V125	V126	V127	V128	V129	V130	V131	V132	V132F	V133	V133F	V134	V134F	V135	V135F	V136	V136F	V137	V137F	V138	V139	V140	V141	V142	V143	V144	V145	V146	V147	V148	V149	V150	V151	V152	V153	V154	V155	V156	V157	V158	V159	V160	V161	V162	V163	V164	V165	V166	V167	V168	V169	V170	V171	V172	V173	V174	V175	V176	V177	V178	V179	V179F	V180	V181	V181F	V182	V183	V183F	V184	V185	V185F	V186	V187	V188	V188F	V189	V190	V190F	V191	V192	V192F	V193	V194	V194F	V195	V196	V197	V198	V199	V200	V201	V202	V203	V204	V205	V206	V207	V208	V209	V210	V211	V212	V213	V214	V215	V216	V217	V218	V219	V220	V221	V222	V223	V224	V225	V226	V227	V228	V229	V230	V231	V232	V233	V234	V235	V236	V237	V238	V239	V240	V241	V242	V243	V244	V244F	V245	V245F	V246	V246F	V247	V247F	V248	V248F	V249	V249F	V250	V250F	V251	V251F	V252	V253	V254	V255	V256	V257	V258	V259	V260	V261	V262	V263	V264	V265	V266	V267	V268	V269	V270	V271	V272	V273	V274	V275	V276	V277	V278	V279	V280	V281	V282	V283	V284	V285	V286	V287	V288	V289	V290	V291	V292	V293	V294	V294F	V295	V295F	V296	V296F	V297	V297F	V298	V298F	V299	V299F	V300	V300F	V301	V301F	V302	V303	V304	V304F	V305	V305F	V306	V307	V308	V309	V310	V311	V312	V313	V314	V315	V316	V317	V318	V319	V319F	V320	V320F	V321	V321F	V322	V322F	V323	V324	V325	V326	V327	V328	V329	V330	V331	V332	V333	V334	V335	V336	V337	V338	V339	V340	V341	V342	V343	V344	V345	V346	V347	V348	V349	V350	V351	V352	V353	V354	V355	V356	V357	V358	V359	V360	V361	V362	V363	V364	V365	V366	V367	V368	V369	V370	V371	V372	V373	V374	V375	V376	V377	V378	V379	V380	V381
14	0	000	000	02	90100	1400000000290100	ILLINOIS STATE POLICE	SPRINGFIELD	17167	788000	12419293	SANGAMON	05	1988	CJ-38L	1922	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	21	4	0	0	0	0	2089	0	2089	0	0	0	0	0	0	0	1703	0	0	0	3792	0	0	0	939	4	417	0	0	0	915	0	336	0	0	0	0	0	0	0	373040400	0	2	4334554	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	6	1300	6	0	0	560	0	0	0	0	0	1491	0	174	0	249	0	14	0	122	0	6	0	7	0	1	0	25	0	0	0	0	0	0	0	0	0	0	0	1894	0	195	0	1	1	2	2	2	2	2	1	106000	0	106000	0	58136	0	77264	0	35700	0	66672	0	1	1	2	3	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	0	 	0	1	1	1	1	0	0	0	0	 	0	0	0	1	700	0	1	45	0	0	0	0	 	1	72	0	1	80	0	0	0	0	0	0	0	 	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	1	0	0	0	 	50	5	0	0	353	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	 	0	1	1	0	1	1	0	1	0	 	0	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	 	0	1250	0	1200	0	130	0	6	7	0	0	0	0	13	0	44	5	1	1	36	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	350	0	0	0	0	0	0	4	1	1	1	1	1	3	 	1	1	2	0	3	3	1	1	1	1	3	1	2	4	1	1	2	1	4	4	1	3	4	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	28	1	1
05	1	019	019	02	70100	0510190190270100	LOS ANGELES COUNTY SHERIFF DEPARTMENT	LYNWOOD	06037	448049	9519338	LOS ANGELES	01	8417	CJ-38L	1850	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	22	6	8	4	2	4	8845	0	8438	0	0	0	0	0	0	0	5602	0	109	6	14040	0	109	0	2239	0	282	0	100	0	2239	0	678	0	2286	0	1510	0	0	0	1388460000	0	2	8431529	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	4	0	0	664	0	0	0	0	0	0	0	24	0	0	0	4452	0	571	0	604	0	237	0	1821	0	366	0	12	0	1	0	273	0	25	0	67	0	8	0	1	0	0	0	7230	0	1208	0	1	1	1	1	1	1	1	1	99206	0	148809	0	58704	0	72928	0	42254	0	58416	0	1	1	2	3	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	WILLINGNESS TO PARTICIPATE IN COMM. PARTNERSHIP PR	0	1	1	0	1	1	0	0	0	 	0	0	0	1	70	0	1	1425	0	1	720	0	RADIOS	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	 	150	4	11	4	34	4	0	3	0	8	0	8	8888	8	8888	8	1	0	1	1	0	1	1	0	0	0	38 SPECIAL BACK UP	0	2	1	1	1	1	1	1	1	HARD PROJECTILE	0	1	0	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	 	0	1220	0	1225	2	623	2	3	2	16	6	16	0	93	2	31	2	2	0	20	0	0	0	1	0	0	0	1	1	0	0	1	1	1	0	1	72	0	0	3	0	3	0	3	1	1	1	1	1	4	COMBINATION OF JUDGEMENTAL AND RESTICTIVE	2	1	2	0	2	1	2	1	1	1	1	1	3	3	1	1	2	2	2	1	2	2	2	0	1	1	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	36	1.0222	1.0222
34	0	000	000	02	90100	3400000000290100	NORTH CAROLINA STATE HIGHWAY PATROL	RALEIGH	37183	664000	8049313	WAKE	05	1380	CJ-38L	1929	0	0	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	53	6	0	2	0	0	1416	0	1416	0	0	0	0	0	0	0	394	0	0	0	1810	0	0	0	1133	0	8	0	0	0	1133	0	0	0	0	0	0	0	0	0	134000000	0	2	1649453	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	4	0	0	460	6	740	6	0	0	480	0	11	0	23	1	1160	0	19	0	204	0	5	0	3	0	0	0	23	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1391	0	25	0	2	2	2	2	1	1	2	1	92211	4	92211	0	50329	4	50329	0	25844	0	43924	0	1	4	4	4	0	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	0	0	1	WORKING ON SURVEYS THAT MEASURE THESE OTHER ASPECT	0	1	1	1	1	1	0	0	0	 	0	0	0	1	890	4	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	 	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	 	0	2	0	1	1	0	0	0	1	FLASHLIGHT	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	 	1	1196	6	235	6	46	6	0	0	9	0	0	0	11	0	0	0	1	2	11	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	186	6	0	0	0	0	0	0	1	1	1	1	1	3	 	4	4	2	0	4	4	3	3	3	4	4	1	3	4	4	1	4	4	4	3	1	4	4	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	28	1	1
47	0	000	000	02	90100	4700000000290100	VIRGINIA STATE POLICE	RICHMOND	51760	676000	7078515	RICHMOND CITY AREA	05	1662	CJ-38L	1941	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	7	0	48	0	3	0	1905	0	1883	0	0	0	0	0	0	0	628	0	237	0	2511	0	237	0	1464	0	0	0	0	0	1226	0	234	0	0	0	0	0	0	0	198236160	0	2	149827242	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	4	0	0	480	0	1408	0	100	0	320	0	40	0	0	3	1664	0	64	0	119	0	7	0	12	0	1	0	2	0	1	0	3	0	0	0	0	0	0	0	9	0	1	0	1809	0	74	0	2	2	1	1	1	2	1	1	118730	0	118730	0	40406	0	63083	0	30329	0	48287	0	3	1	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	1	2	0	1	3	0	0	0	0	 	0	0	0	0	0	0	1	3	0	0	0	0	 	1	1	1	1	1	4	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	 	159	0	4	0	0	8	8888	8	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	.357 SEMI-AUTO	0	2	0	0	1	0	0	0	0	 	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	 	0	1173	0	1336	0	77	0	4	0	6	0	1	0	34	0	0	0	1	2	46	0	0	0	1	1	0	0	0	1	0	0	0	1	1	0	1	130	0	0	0	0	0	0	0	1	1	1	1	1	2	 	1	1	2	0	2	2	1	3	1	1	3	1	2	4	2	1	3	2	3	3	1	2	4	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	28	1	1
10	2	016	003	02	70100	1020160030270100	JACKSONVILLE SHERIFF DEPARTMENT	JACKSONVILLE	12031	360000	735617	DUVAL	03	1394	CJ-38L	1822	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	6	0	1	0	1554	0	1530	0	63	6	0	3	0	3	1011	0	482	0	2541	0	545	0	850	0	23	0	68	0	981	0	205	0	0	0	3	0	16	0	185377073	0	2	4887650	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	2	0	0	672	4	0	0	0	4	560	4	32	0	0	0	1064	0	120	0	256	0	42	0	15	3	3	3	0	3	0	3	26	3	4	3	0	3	0	3	0	3	0	3	1361	0	169	0	1	1	1	2	2	1	2	1	128051	0	128051	3	47868	0	58380	0	30972	0	50700	0	1	1	3	4	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0	0	 	0	0	0	1	1	0	0	0	0	 	1	1176	0	0	0	0	0	0	0	0	0	0	 	1	1176	0	0	0	0	0	0	0	0	0	0	 	1	0	1	0	1	2	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	1	GOLF CART	45	0	0	3	9	0	0	3	0	0	0	0	0	3	0	3	1	0	1	1	0	1	0	1	0	0	 	0	3	0	1	0	0	0	0	0	 	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	 	0	1150	0	350	0	60	0	4	0	4	0	4	0	15	0	40	0	1	1	18	0	4	0	1	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	21	0	1	1	1	1	1	3	 	1	2	2	0	2	1	1	1	1	3	2	1	2	2	1	1	1	1	3	3	1	1	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	1	1	10	1	1
23	0	000	000	02	90100	2300000000290100	MICHIGAN STATE POLICE	EAST LANSING	26065	404000	9938444	INGHAM	05	2164	CJ-38L	1917	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	64	6	10	0	0	0	2285	0	2102	0	0	0	183	0	0	0	904	0	0	0	3189	0	0	0	1310	0	64	0	64	0	1310	0	327	0	0	0	0	0	0	0	268719900	0	2	0	0	1	1	1	1	1	1	1	0	1	0	1	0	0	0	1	4	0	0	494	0	416	0	680	0	0	0	12	1	0	0	1528	0	238	0	198	0	16	0	77	0	3	0	33	0	1	0	7	0	1	0	0	0	0	0	0	0	0	0	1843	0	259	0	1	2	2	1	2	1	2	1	114000	0	114000	0	50718	0	53244	0	29670	0	46103	0	1	3	3	4	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	1	105	0	1	73	0	0	0	0	 	1	1	1	0	1	3	1	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	 	77	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	 	0	1	0	0	1	0	0	0	0	 	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	 	1	1136	0	703	0	87	0	2	0	2	1	3	0	25	0	6	1	2	0	33	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	122	0	90	1	6	1	122	0	1	1	1	1	1	2	 	2	2	2	0	4	3	2	2	2	2	2	2	2	3	4	1	2	2	4	4	1	3	2	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	28	1	1
19	0	000	000	02	90100	1900000000290100	LOUISIANA STATE POLICE	BATON ROUGE	22033	076000	4468976	EAST BATON ROUGE	05	873	CJ-38L	1936	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	18	7	0	0	0	0	1006	4	934	4	0	0	0	0	0	0	504	4	0	0	1438	4	0	0	542	0	13	0	0	0	542	0	151	0	0	0	0	0	0	0	126863639	0	2	757194	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	3	60	0	960	5	0	4	0	0	400	0	0	0	32	0	769	5	23	5	125	5	3	0	4	5	0	0	7	5	1	0	2	0	0	0	0	0	0	0	0	0	0	0	907	5	27	5	2	2	2	1	1	2	2	2	81120	0	81120	4	27900	0	51060	0	22716	0	46296	0	3	4	4	4	0	1	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	310	0	0	0	0	 	1	275	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0	0	1	0	3	1	1	0	1	0	0	0	 	74	0	0	0	12	0	0	0	0	0	0	0	0	3	0	3	1	0	1	1	0	1	1	1	0	0	 	1	3	0	1	1	0	0	0	0	 	0	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	1110	7	351	7	226	7	6	7	7	0	1	0	12	7	6	0	1	1	13	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	60	0	0	0	77	0	60	0	1	1	1	1	1	2	 	4	4	2	0	4	4	4	4	1	4	4	2	1	1	2	1	4	4	4	4	1	4	4	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	1	27	1	1
36	0	000	000	02	90100	3600000000290100	OHIO STATE HIGHWAY PATROL	COLUMBUS	39049	184000	11353140	FRANKLIN	05	1391	CJ-38L	1933	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	10	0	57	0	0	0	1382	0	1382	0	0	0	0	0	0	0	1170	0	0	0	2552	0	0	0	1151	0	0	0	0	0	1151	0	0	0	0	0	0	0	0	0	202000000	0	2	1052954	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	4	0	0	0	0	956	0	0	0	480	0	0	0	24	0	1048	5	116	0	149	0	9	0	37	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	1256	5	126	0	1	1	2	1	2	1	1	1	60611	0	112320	0	38821	0	50753	0	32328	0	42013	0	3	4	4	4	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	1	38	0	0	0	0	1	38	0	0	0	0	 	1	160	0	0	0	0	0	0	0	0	0	0	 	1	1	0	0	0	5	0	0	1	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	 	0	1	1	0	1	0	0	0	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	 	0	1066	0	328	0	72	0	12	7	3	0	0	0	0	0	0	0	1	2	14	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	979	7	0	0	0	0	0	0	1	1	1	1	1	2	 	2	1	2	0	3	4	3	4	3	4	3	4	2	4	3	1	3	3	3	4	1	3	4	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	0	1	1	1	1	28	1	1
10	1	029	029	02	70100	1010290290270100	HILLSBOROUGH COUNTY SHERIFF DEPARTMENT	TAMPA	12057	828000	998948	HILLSBOROUGH	01	937	CJ-38L	1845	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	4	0	22	0	0	0	1038	0	1030	4	0	0	859	4	0	0	894	4	276	0	2783	4	276	0	670	0	77	0	43	0	670	0	188	0	1	0	1	0	17	0	193999410	0	2	726525	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	4	0	0	672	0	84	0	0	0	516	0	40	0	24	0	647	5	121	0	87	0	20	5	122	0	18	0	0	 	0	 	0	 	0	 	0	 	0	 	12	0	3	0	868	5	162	5	2	1	1	1	2	2	2	1	122297	0	122297	3	41726	0	59296	0	32891	0	50996	0	1	4	3	3	1	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	950	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0	0	 	81	0	0	0	37	0	0	0	0	8	0	8	8888	8	8888	8	0	0	1	1	0	1	1	0	0	0	 	1	3	0	0	1	0	0	0	0	 	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	1000	7	450	7	100	7	0	0	4	0	12	0	25	0	20	0	1	1	14	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	1	18	0	256	1	3	 	14	0	1	1	1	1	1	3	 	2	2	2	0	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	1	0	0	1	1	1	1	36	1.0222	1.0222
03	0	000	000	02	90100	0300000000290100	ARIZONA DEPT OF PUBLIC SAFETY	PHOENIX	04013	620000	5130632	MARICOPA	05	952	CJ-38L	1969	0	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	1	0	12	0	40	0	0	0	1146	0	1050	0	0	3	0	3	0	3	822	0	0	3	1872	0	0	3	782	0	0	3	0	3	735	0	270	1	0	3	0	3	0	3	123655000	0	2	2440824	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	4	0	0	585	0	55	0	320	0	0	0	8	0	0	0	789	0	71	0	15	0	0	0	142	0	10	0	17	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	969	0	81	0	2	2	2	2	2	2	2	1	117300	0	117300	0	50718	0	59212	0	34646	0	46107	0	2	4	3	4	0	1	1	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	 	0	0	1	1	0	0	0	0	1	LEGISLATIVE INFORMATION	0	0	0	0	0	0	1	220	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	1	0	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	AVIATION	87	1	0	0	50	1	0	0	0	3	0	3	0	3	0	3	1	1	0	0	0	0	0	1	0	0	 	0	2	0	1	1	1	0	1	0	 	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	 	0	957	0	531	0	0	3	4	0	5	0	0	3	57	0	0	3	1	2	21	0	0	0	1	0	1	0	0	1	0	0	1	1	1	0	1	33	0	5	0	1	0	0	0	1	1	1	1	1	3	 	4	4	2	0	3	2	2	2	1	1	2	1	3	4	1	1	1	2	2	4	4	2	2	0	1	1	0	1	0	1	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	1	1	27	1	1
21	1	017	016	02	40100	2110170160240100	PRINCE GEORGES COUNTY POLICE DEPARTMENT	PALMER PARK	24033	884097	801515	PRINCE GEORGES	02	1230	CJ-38L	1927	1	0	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	0	6	0	51	0	0	0	1440	0	1431	0	0	0	0	0	0	0	450	0	0	0	1881	0	0	0	595	0	124	0	20	0	595	0	193	0	0	0	0	0	0	0	129129700	0	2	932359	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	4	0	0	600	0	450	0	600	0	600	0	36	0	4	0	653	0	99	0	482	0	103	0	61	0	6	0	0	0	0	0	23	0	2	0	0	3	0	3	2	0	0	0	1221	0	210	0	1	1	1	2	1	1	1	2	77324	0	122932	0	40796	0	67035	0	31227	0	31227	0	1	1	3	4	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	 	47	0	8888	8	13	0	8888	8	81	 	16	 	2	0	6	0	1	1	1	1	0	1	0	0	0	0	 	0	1	0	0	1	0	0	0	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	 	1	953	0	561	0	5	0	0	0	2	0	0	0	10	0	50	0	1	1	12	0	6	0	1	0	1	0	1	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	3	 	2	2	1	2	2	1	2	1	1	2	1	1	3	4	2	1	3	2	3	1	1	1	3	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	10	1	1
39	0	000	000	02	90100	3900000000290100	PENNSYLVANIA STATE POLICE	HARRISBURG	42043	324000	12281054	DAUPHIN	05	4114	CJ-38L	1905	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	0	90	7	0	0	0	0	4294	0	4152	0	0	0	142	0	0	0	1400	0	0	0	5694	0	0	0	2854	0	46	0	0	0	2854	0	520	0	0	0	0	0	0	0	511795000	0	2	4042325	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	1	3	60	0	1112	7	0	0	480	0	0	0	16	0	24	0	3531	0	136	0	337	0	25	0	82	0	3	0	9	0	1	0	26	0	2	0	0	0	0	0	0	0	0	0	3985	0	167	0	1	1	2	2	2	1	2	2	102777	0	102777	0	56604	0	72461	0	39671	0	61820	0	3	4	4	4	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	0	0	0	0	0	0	 	1	304	0	0	0	0	0	0	0	0	0	0	 	1	1	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	 	129	0	0	0	20	0	0	0	0	0	0	0	0	3	0	3	1	0	1	1	0	0	0	1	0	0	.357	0	3	1	0	1	0	0	0	0	 	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	 	1	881	0	474	0	107	0	6	7	7	0	0	0	23	0	0	0	1	2	13	0	30	0	1	0	1	0	1	1	1	0	0	1	1	0	1	167	7	0	0	20	0	0	0	1	1	1	1	1	3	 	1	1	2	0	2	3	1	4	1	1	3	1	3	4	1	1	3	3	4	3	1	3	3	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	28	1	1
43	0	000	000	02	90100	4300000000290100	TENNESSEE DEPARTMENT OF SAFETY	NASHVILLE	47037	536000	5689283	DAVIDSON	05	768	CJ-38L	1939	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	8	0	0	0	0	0	943	0	899	0	0	0	0	0	0	0	816	0	0	0	1715	0	0	0	800	0	0	0	0	0	800	0	3	0	0	0	0	0	0	0	139538000	0	2	544420	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	4	0	0	0	0	960	0	0	0	80	0	0	0	40	0	762	0	38	0	80	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	854	0	45	0	2	2	2	1	2	2	2	2	56496	0	84852	0	32160	0	47790	0	26280	0	39060	0	3	4	4	4	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	 	1	0	0	0	0	0	0	0	0	 	0	0	0	0	0	0	1	7	0	0	0	0	 	1	272	0	0	0	0	0	0	0	0	0	0	 	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	3	1	1	1	1	1	0	0	 	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	0	 	0	3	0	0	1	0	0	0	0	 	0	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	 	1	880	0	113	0	51	0	0	0	6	0	1	0	11	0	10	0	1	2	31	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	1	346	0	0	0	0	0	0	0	1	1	1	1	1	3	 	4	4	2	0	4	4	4	4	4	4	4	1	1	4	1	1	4	4	4	4	1	4	4	0	0	0	0	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	27	1	1
